"WAVELENGTH(microns)","THROUGHPUT","THROUGHPUTx5"
0.19893538818359,0,0
0.199,7.845291940168E-009,3.922645970084E-008
0.19906463623047,7.6189573300468E-009,3.8094786650234E-008
0.2,2.2748348160611E-009,1.1374174080306E-008
0.20006481933594,1.889270087522E-009,9.4463504376101E-009
0.201,6.3760586751048E-010,3.1880293375524E-009
0.20106499023437,5.4960238085237E-010,2.7480119042618E-009
0.202,4.8619699085261E-011,2.430984954263E-010
0.20206517333984,1.3296138655884E-011,6.6480693279418E-011
0.203,1.3425434252476E-011,6.712717126238E-011
0.20306534423828,1.3435262391159E-011,6.7176311955796E-011
0.204,7.9756587187041E-010,3.9878293593521E-009
0.20406552734375,8.53147070645E-010,4.265735353225E-009
0.205,4.1080747942772E-010,2.0540373971386E-009
0.20506569824219,3.7941222715709E-010,1.8970611357855E-009
0.206,3.8287277016632E-011,1.9143638508316E-010
0.20606589355469,1.3915999167418E-011,6.9579995837091E-011
0.207,2.021144415386E-009,1.010572207693E-008
0.20706608886719,2.1648065993161E-009,1.0824032996581E-008
0.208,2.5616198749254E-009,1.2808099374627E-008
0.20806628417969,2.5902356923676E-009,1.2951178461838E-008
0.209,5.006892668488E-009,2.503446334244E-008
0.20906647949219,5.1810042507447E-009,2.5905021253724E-008
0.21,5.9613030718886E-009,2.9806515359443E-008
0.21006667480469,6.0262270505186E-009,3.0131135252593E-008
0.211,3.3000084446587E-009,1.6500042223294E-008
0.21106687011719,3.0978978437114E-009,1.5489489218557E-008
0.212,1.0873649645338E-008,5.4368248226688E-008
0.21206706542969,1.1449692897176E-008,5.7248464485878E-008
0.213,7.5340838938498E-009,3.7670419469249E-008
0.21306726074219,7.2428739894826E-009,3.6214369947413E-008
0.214,7.5222021593382E-009,3.7611010796691E-008
0.21406745605469,7.542617188913E-009,3.7713085944565E-008
0.215,7.6057928387598E-009,3.8028964193799E-008
0.21506765136719,7.6100849275838E-009,3.8050424637919E-008
0.216,5.7230457765247E-009,2.8615228882623E-008
0.21606787109375,5.5807245234925E-009,2.7903622617463E-008
0.217,9.8643656168123E-009,4.9321828084061E-008
0.21706806640625,1.0186543108768E-008,5.0932715543839E-008
0.218,8.1807004749393E-009,4.0903502374697E-008
0.21806828613281,8.0288543474757E-009,4.0144271737378E-008
0.219,7.913770204173E-009,3.9568851020865E-008
0.21906848144531,7.9046259275831E-009,3.9523129637915E-008
0.22,1.5508879215796E-008,7.7544396078981E-008
0.22006870117187,1.6087573340619E-008,8.0437866703093E-008
0.221,1.6004111809252E-008,8.0020559046258E-008
0.22106889648438,1.5997785235671E-008,7.9988926178357E-008
0.222,9.3228774853683E-009,4.6614387426841E-008
0.22206911621094,8.8114284779728E-009,4.4057142389864E-008
0.223,8.9702510019019E-009,4.485125500951E-008
0.22306931152344,8.9786085898808E-009,4.4893042949404E-008
0.224,1.5301525381651E-008,7.6507626908255E-008
0.22406953125,1.5783588959052E-008,7.8917944795261E-008
0.225,6.4600826613137E-009,3.2300413306568E-008
0.22506975097656,5.7452960285135E-009,2.8726480142567E-008
0.226,1.7238179990098E-008,8.6190899950489E-008
0.22606997070312,1.8121782922023E-008,9.0608914610113E-008
0.227,1.4577928419946E-008,7.2889642099731E-008
0.22707019042969,1.4303747818196E-008,7.151873909098E-008
0.228,1.3096019938449E-008,6.5480099692243E-008
0.22807041015625,1.3001108771194E-008,6.5005543855969E-008
0.229,1.3494438065959E-008,6.7472190329797E-008
0.22907062988281,1.3533026702E-008,6.766513351E-008
0.23,1.6392361078958E-008,8.1961805394788E-008
0.23007084960937,1.6607522188127E-008,8.3037610940635E-008
0.231,1.3237819473603E-008,6.6189097368014E-008
0.23107104492188,1.2976015613088E-008,6.4880078065439E-008
0.232,1.7559244544506E-008,8.779622272253E-008
0.2320712890625,1.7914374750898E-008,8.957187375449E-008
0.233,1.6056959199629E-008,8.0284795998147E-008
0.23307150878906,1.5912754407571E-008,7.9563772037857E-008
0.234,1.9463449982607E-008,9.7317249913034E-008
0.23407172851562,1.9741086212153E-008,9.8705431060767E-008
0.235,1.2995500786682E-008,6.4977503933408E-008
0.23507194824219,1.2465328509195E-008,6.2326642545974E-008
0.236,1.2242509237487E-008,6.1212546187435E-008
0.23607216796875,1.2223878718714E-008,6.1119393593572E-008
0.237,9.1785614017316E-009,4.5892807008658E-008
0.23707238769531,8.9385369400957E-009,4.4692684700479E-008
0.238,1.7874484589429E-008,8.9372422947143E-008
0.23807260742188,1.8582541778202E-008,9.2912708891012E-008
0.239,1.8786855346714E-008,9.3934276733568E-008
0.2390728515625,1.880151630517E-008,9.4007581525849E-008
0.24,1.8737173155891E-008,9.3685865779453E-008
0.24007307128906,1.8715494875035E-008,9.3577474375176E-008
0.241,1.7723704891805E-008,8.8618524459024E-008
0.24107329101562,1.7645211883244E-008,8.8226059416221E-008
0.242,1.5956722899419E-008,7.9783614497096E-008
0.24207351074219,1.582279304976E-008,7.9113965248801E-008
0.243,1.4468144676262E-008,7.2340723381311E-008
0.24307375488281,1.4357846797399E-008,7.1789233986993E-008
0.244,1.9728856716325E-008,9.8644283581624E-008
0.24407397460938,2.0157696028731E-008,1.0078848014365E-007
0.245,2.1574971757603E-008,1.0787485878802E-007
0.24507421875,2.1688208057101E-008,1.084410402855E-007
0.246,2.0773836246268E-008,1.0386918123134E-007
0.24607443847656,2.0699016858191E-008,1.0349508429096E-007
0.247,1.5375179010546E-008,7.6875895052731E-008
0.24707465820312,1.4948228072568E-008,7.4741140362842E-008
0.248,1.6049650308374E-008,8.0248251541871E-008
0.24807490234375,1.6138564402505E-008,8.0692822012523E-008
0.249,2.6292323637298E-008,1.3146161818649E-007
0.24907512207031,2.7112855422728E-008,1.3556427711364E-007
0.25,1.5008458821964E-008,7.504229410982E-008
0.25007536621094,1.4022891899912E-008,7.011445949956E-008
0.251,1.7583605326389E-008,8.7918026631946E-008
0.25107561035156,1.7872994011733E-008,8.9364970058664E-008
0.252,1.4171689244785E-008,7.0858446223927E-008
0.25207583007813,1.3868908459021E-008,6.9344542295106E-008
0.253,1.6362162052899E-008,8.1810810264495E-008
0.25307604980469,1.6567019181615E-008,8.2835095908076E-008
0.254,2.3778883687892E-008,1.1889441843946E-007
0.25407629394531,2.4370695561074E-008,1.2185347780537E-007
0.255,1.5176198021757E-008,7.5880990108787E-008
0.25507653808594,1.4417988986484E-008,7.2089944932418E-008
0.256,7.547273450003E-009,3.7736367250015E-008
0.2560767578125,6.9807235687995E-009,3.4903617843997E-008
0.257,1.5261538125845E-008,7.6307690629225E-008
0.25707700195313,1.5947825678813E-008,7.9739128394063E-008
0.258,1.4113187774964E-008,7.0565938874822E-008
0.25807724609375,1.395959118749E-008,6.9797955937452E-008
0.259,2.2989683926415E-008,1.1494841963208E-007
0.25907749023437,2.3744113173498E-008,1.1872056586749E-007
0.26,1.6337132897964E-008,8.168566448982E-008
0.26007770996094,1.5711236913398E-008,7.8556184566992E-008
0.261,1.3737199733108E-008,6.8685998665539E-008
0.26107795410156,1.3571118984937E-008,6.7855594924685E-008
0.262,2.1670042254636E-008,1.0835021127318E-007
0.26207819824219,2.2349765394929E-008,1.1174882697464E-007
0.263,1.7480484757191E-008,8.7402423785956E-008
0.26307841796875,1.7071484695617E-008,8.5357423478085E-008
0.264,2.0505483350535E-008,1.0252741675267E-007
0.26407866210938,2.0793543340456E-008,1.0396771670228E-007
0.265,1.7755449511878E-008,8.8777247559391E-008
0.26507890625,1.749952385644E-008,8.7497619282199E-008
0.266,1.0450561375725E-008,5.2252806878624E-008
0.26607915039063,9.8517891560102E-009,4.9258945780051E-008
0.267,1.7549385212192E-008,8.7746926060962E-008
0.26707937011719,1.8203430445584E-008,9.1017152227922E-008
0.268,1.7769035361452E-008,8.8845176807259E-008
0.26807961425781,1.7732994416972E-008,8.8664972084862E-008
0.269,1.2584651330439E-008,6.2923256652194E-008
0.26907985839844,1.2143257893236E-008,6.0716289466181E-008
0.27,4.8857930339588E-009,2.4428965169794E-008
0.27008010253906,4.2657130907899E-009,2.1328565453949E-008
0.271,7.0735036994497E-009,3.5367518497248E-008
0.27108034667969,7.3189775094654E-009,3.6594887547327E-008
0.272,1.0578814857062E-008,5.289407428531E-008
0.27208059082031,1.0864386236593E-008,5.4321931182966E-008
0.273,1.163490497693E-008,5.8174524884648E-008
0.27308083496094,1.1701769334487E-008,5.8508846672436E-008
0.274,1.5445149971424E-008,7.7225749857119E-008
0.27408107910156,1.5776110495412E-008,7.888055247706E-008
0.275,1.7775890027709E-008,8.8879450138543E-008
0.27508129882812,1.795143351847E-008,8.9757167592351E-008
0.276,1.3089976708882E-008,6.5449883544408E-008
0.27608156738281,1.2659829166498E-008,6.329914583249E-008
0.277,1.5577192057222E-008,7.7885960286109E-008
0.27708181152344,1.583697577922E-008,7.9184878896102E-008
0.278,1.3575196002196E-008,6.7875980010981E-008
0.27808203125,1.3372199824575E-008,6.6860999122876E-008
0.279,1.4864067622038E-008,7.4320338110192E-008
0.27908229980469,1.4998774120869E-008,7.4993870604345E-008
0.28,1.1820124019751E-008,5.9100620098755E-008
0.28008251953125,1.1539217904627E-008,5.7696089523135E-008
0.281,1.2295356219144E-008,6.147678109572E-008
0.28108278808594,1.2362971279862E-008,6.1814856399309E-008
0.282,1.9170788946785E-008,9.5853944733927E-008
0.2820830078125,1.9790719005874E-008,9.8953595029368E-008
0.283,1.7505295382342E-008,8.7526476911708E-008
0.28308325195313,1.7293986791002E-008,8.6469933955009E-008
0.284,1.7032288196453E-008,8.5161440982267E-008
0.28408352050781,1.7009659116578E-008,8.5048295582888E-008
0.285,1.1400825983524E-008,5.7004129917621E-008
0.28508376464844,1.0886311647254E-008,5.443155823627E-008
0.286,1.5971189880074E-008,7.9855949400371E-008
0.28608400878906,1.6437852340379E-008,8.2189261701894E-008
0.287,1.0257244630511E-008,5.1286223152554E-008
0.28708425292969,9.6879320455212E-009,4.8439660227606E-008
0.288,1.8284991980559E-008,9.1424959902797E-008
0.28808449707031,1.9079653723203E-008,9.5398268616014E-008
0.289,1.4394486100007E-008,7.1972430500036E-008
0.28908474121094,1.3960701485071E-008,6.9803507425356E-008
0.29,3.9290135289652E-009,1.9645067644826E-008
0.29008498535156,2.9952096752041E-009,1.497604837602E-008
0.291,1.5155745343658E-008,7.577872671829E-008
0.29108522949219,1.6295872306215E-008,8.1479361531075E-008
0.292,6.9839419765527E-009,3.4919709882763E-008
0.29208547363281,6.1084115711396E-009,3.0542057855698E-008
0.293,1.4937948711123E-008,7.4689743555613E-008
0.2930857421875,1.5770802853845E-008,7.8854014269226E-008
0.294,1.680336424392E-008,8.4016821219602E-008
0.29408598632812,1.6902367214613E-008,8.4511836073067E-008
0.295,5.0318150067777E-009,2.5159075033889E-008
0.29508623046875,3.903442709478E-009,1.951721354739E-008
0.296,2.3839764757866E-008,1.1919882378933E-007
0.29608647460937,2.5738485064228E-008,1.2869242532114E-007
0.297,2.4683004901259E-008,1.2341502450629E-007
0.29708671875,2.4583962699859E-008,1.229198134993E-007
0.298,4.7748540536362E-009,2.3874270268181E-008
0.29808696289062,2.8744005855605E-009,1.4372002927802E-008
0.299,1.902419302547E-008,9.512096512735E-008
0.29908723144531,2.0578653388796E-008,1.0289326694398E-007
0.3,1.6076842930845E-008,8.0384214654223E-008
0.30008747558594,1.5632038360705E-008,7.8160191803523E-008
0.301,1.2821929586159E-008,6.4109647930797E-008
0.30108771972656,1.2552814689252E-008,6.2764073446262E-008
0.302,1.0583293142439E-008,5.2916465712195E-008
0.30208796386719,1.0393235080174E-008,5.196617540087E-008
0.303,1.4431165050562E-008,7.215582525281E-008
0.30308820800781,1.4820737735351E-008,7.4103688676757E-008
0.304,7.1234251203163E-009,3.5617125601582E-008
0.3040884765625,6.377170007976E-009,3.188585003988E-008
0.305,1.3787131637912E-008,6.893565818956E-008
0.30508872070312,1.4507688027698E-008,7.2538440138488E-008
0.306,1.8778201135285E-008,9.3891005676426E-008
0.30608896484375,1.9196542032059E-008,9.5982710160297E-008
0.307,2.1424766131174E-008,1.0712383065587E-007
0.30708920898437,2.1641362811144E-008,1.0820681405572E-007
0.308,8.6269270212047E-009,4.3134635106023E-008
0.30808947753906,7.3492547883895E-009,3.6746273941947E-008
0.309,1.1695101882951E-008,5.8475509414753E-008
0.30908972167969,1.2122634470683E-008,6.0613172353416E-008
0.31,2.671350209737E-008,1.3356751048685E-007
0.31008996582031,2.815745129427E-008,1.4078725647135E-007
0.311,2.1545077958547E-008,1.0772538979274E-007
0.31109020996094,2.0889181115486E-008,1.0444590557743E-007
0.312,1.0080673709956E-008,5.0403368549778E-008
0.31209047851562,9.0043615173061E-009,4.502180758653E-008
0.313,1.4750982177742E-008,7.375491088871E-008
0.31309072265625,1.5325276210432E-008,7.6626381052158E-008
0.314,1.5486997785465E-008,7.7434988927324E-008
0.31409099121094,1.5501933713915E-008,7.7509668569576E-008
0.315,1.6917578828222E-008,8.4587894141111E-008
0.31509123535156,1.7061006243126E-008,8.5305031215628E-008
0.316,2.2783959706915E-008,1.1391979853457E-007
0.31609147949219,2.3358494122006E-008,1.1679247061003E-007
0.317,1.4106951940363E-008,7.0534759701815E-008
0.31709172363281,1.3174254137002E-008,6.5871270685011E-008
0.318,3.89310110438E-009,1.94655055219E-008
0.3180919921875,2.9522741886173E-009,1.4761370943086E-008
0.319,2.1474411324788E-008,1.0737205662394E-007
0.31909223632813,2.3357277180255E-008,1.1678638590127E-007
0.32,1.7240312152866E-008,8.620156076433E-008
0.32009248046875,1.6613658832412E-008,8.3068294162062E-008
0.321,1.4640037677436E-008,7.3200188387178E-008
0.32109274902344,1.4439804505286E-008,7.2199022526429E-008
0.322,1.3654309070595E-009,6.8271545352973E-009
0.32209299316406,2.6025357895327E-011,1.3012678947664E-010
0.323,1.7368320003439E-008,8.6841600017197E-008
0.32309326171875,1.915055155793E-008,9.5752757789649E-008
0.324,1.8129166399129E-009,9.0645831995647E-009
0.32409350585938,2.597409181813E-011,1.2987045909065E-010
0.325,2.6564128383342E-008,1.3282064191671E-007
0.32509375,2.9307210681189E-008,1.4653605340595E-007
0.326,9.8589168385502E-009,4.9294584192751E-008
0.32609401855469,7.8417181236064E-009,3.9208590618032E-008
0.327,1.9542654492455E-008,9.7713272462274E-008
0.32709426269531,2.0760054836957E-008,1.0380027418478E-007
0.328,2.5301600738985E-008,1.2650800369493E-007
0.32809453125,2.5773177062844E-008,1.2886588531422E-007
0.329,1.548521426155E-008,7.7426071307749E-008
0.32909477539062,1.4411135031323E-008,7.2055675156615E-008
0.33,1.4634552910766E-008,7.3172764553831E-008
0.33009501953125,1.4656761373748E-008,7.3283806868742E-008
0.331,2.0224931089272E-008,1.0112465544636E-007
0.33109528808594,2.0812129785294E-008,1.0406064892647E-007
0.332,2.3459008291142E-008,1.1729504145571E-007
0.33209553222656,2.3736341484315E-008,1.1868170742157E-007
0.333,1.1877981315388E-008,5.9389906576939E-008
0.33309580078125,1.0624664178655E-008,5.3123320893273E-008
0.334,3.2225407331852E-008,1.6112703665926E-007
0.33409604492188,3.4515632264307E-008,1.7257816132154E-007
0.335,3.3415205993482E-009,1.6707602996741E-008
0.3350962890625,2.5680191845892E-011,1.2840095922946E-010
0.336,8.7949165057295E-009,4.3974582528647E-008
0.33609655761719,9.7305104796374E-009,4.8652552398187E-008
0.337,3.2614637515265E-008,1.6307318757632E-007
0.33709680175781,3.5066066409381E-008,1.753303320469E-007
0.338,4.8303032948903E-008,2.4151516474451E-007
0.3380970703125,4.9720629805298E-008,2.4860314902649E-007
0.339,1.0679566910872E-008,5.3397834554361E-008
0.33909731445312,6.4784950852374E-009,3.2392475426187E-008
0.34,1.6234799860287E-008,8.1173999301435E-008
0.34009758300781,1.7278729242084E-008,8.639364621042E-008
0.341,3.7860168141764E-008,1.8930084070882E-007
0.34109782714844,4.0079896249211E-008,2.0039948124606E-007
0.342,1.7218503521291E-008,8.6092517606455E-008
0.34209809570312,1.4745724629117E-008,7.3728623145585E-008
0.343,3.8792705351162E-008,1.9396352675581E-007
0.34309833984375,4.1400364835529E-008,2.0700182417765E-007
0.344,2.60131250231E-008,1.300656251155E-007
0.34409860839844,2.4338067217411E-008,1.2169033608705E-007
0.345,4.8124318186974E-008,2.4062159093487E-007
0.34509885253906,5.0719271502655E-008,2.5359635751327E-007
0.346,2.5245568559117E-008,1.2622784279559E-007
0.34609912109375,2.2458355590834E-008,1.1229177795417E-007
0.347,1.9455832104096E-008,9.7279160520482E-008
0.34709936523438,1.9126871031765E-008,9.5634355158826E-008
0.348,2.3488221296562E-008,1.1744110648281E-007
0.34809963378906,2.3969337133096E-008,1.1984668566548E-007
0.349,6.0319357270196E-009,3.0159678635098E-008
0.34909987792969,4.0539634702944E-009,2.0269817351472E-008
0.35,5.177676686004E-008,2.588838343002E-007
0.35010014648438,5.7053692076907E-008,2.8526846038454E-007
0.351,7.1211916482804E-009,3.5605958241402E-008
0.351100390625,1.5850773473318E-009,7.9253867366589E-009
0.352,1.0453873304658E-008,5.2269366523292E-008
0.35210065917969,1.1440089976805E-008,5.7200449884027E-008
0.353,1.0626046435732E-008,5.3130232178659E-008
0.35310090332031,1.0534315601471E-008,5.2671578007356E-008
0.354,2.4157176972861E-008,1.207858848643E-007
0.354101171875,2.5681154734026E-008,1.2840577367013E-007
0.355,2.752525021185E-008,1.3762625105925E-007
0.35510144042969,2.7729447945891E-008,1.3864723972946E-007
0.356,1.1662520504216E-008,5.8312602521078E-008
0.35610168457031,9.8576286549579E-009,4.928814327479E-008
0.357,4.6500485191039E-008,2.325024259552E-007
0.35710192871094,5.0631697766238E-008,2.5315848883119E-007
0.358,3.6720936488817E-008,1.8360468244409E-007
0.35810219726562,3.5145068029233E-008,1.7572534014617E-007
0.359,1.7946725851586E-008,8.9733629257931E-008
0.35910246582031,1.5999974297198E-008,7.999987148599E-008
0.36,1.6531293057474E-009,8.2656465287371E-009
0.36010270996094,2.2360617348602E-011,1.1180308674301E-010
0.361,2.3300754402536E-008,1.1650377201268E-007
0.36110297851563,2.5980460770781E-008,1.2990230385391E-007
0.362,3.434703564405E-008,1.7173517822025E-007
0.36210322265625,3.5309533600642E-008,1.7654766800321E-007
0.363,1.4817194953962E-008,7.4085974769808E-008
0.36310349121094,1.2446980526114E-008,6.2234902630569E-008
0.364,2.4612945786945E-008,1.2306472893472E-007
0.36410375976563,2.6026198519918E-008,1.3013099259959E-007
0.365,2.556342378401E-008,1.2781711892005E-007
0.36510400390625,2.5507240850151E-008,1.2753620425076E-007
0.366,1.0132458549752E-008,5.0662292748761E-008
0.36610424804687,8.3407765631124E-009,4.1703882815562E-008
0.367,2.3318088868102E-008,1.1659044434051E-007
0.36710451660156,2.5068398442106E-008,1.2534199221053E-007
0.368,1.474695197016E-008,7.3734759850802E-008
0.36810478515625,1.3536752681123E-008,6.7683763405616E-008
0.369,3.2946956017445E-008,1.6473478008722E-007
0.36910502929688,3.5232001770914E-008,1.7616000885457E-007
0.37,2.2655517290669E-008,1.1327758645334E-007
0.37010529785156,2.1169619387103E-008,1.0584809693552E-007
0.371,2.4986140075654E-008,1.2493070037827E-007
0.37110556640625,2.5439678827366E-008,1.2719839413683E-007
0.372,8.4446613374787E-009,4.2223306687394E-008
0.37210581054687,6.4278005901861E-009,3.2139002950931E-008
0.373,1.8358092089748E-008,9.1790460448742E-008
0.37310607910156,1.9776221521196E-008,9.888110760598E-008
0.374,3.5773453801157E-008,1.7886726900579E-007
0.37410632324219,3.7683413986529E-008,1.8841706993264E-007
0.375,4.6816020682987E-008,2.3408010341494E-007
0.37510659179688,4.7903941805055E-008,2.3951970902528E-007
0.376,3.1676023408824E-008,1.5838011704412E-007
0.37610686035156,2.9733901468806E-008,1.4866950734403E-007
0.377,4.601847954201E-008,2.3009239771005E-007
0.37710710449219,4.7972366767312E-008,2.3986183383656E-007
0.378,2.560183674914E-008,1.280091837457E-007
0.37810737304688,2.290640553407E-008,1.1453202767035E-007
0.379,3.9275073331554E-008,1.9637536665777E-007
0.37910764160156,4.125666554912E-008,2.062833277456E-007
0.38,3.83244922277E-008,1.916224611385E-007
0.38010788574219,3.7981443514675E-008,1.8990721757338E-007
0.381,6.7410040690759E-009,3.370502034538E-008
0.38110815429688,2.931359138017E-009,1.4656795690085E-008
0.382,3.4047315048343E-010,1.7023657524172E-009
0.3821083984375,2.3731731075434E-011,1.1865865537717E-010
0.383,1.4884334025362E-008,7.442167012681E-008
0.38310866699219,1.6705948641395E-008,8.3529743206977E-008
0.384,4.227374186568E-008,2.113687093284E-007
0.38410893554688,4.5420651868392E-008,2.2710325934196E-007
0.385,1.0203650385495E-008,5.1018251927476E-008
0.3851091796875,5.8595594088505E-009,2.9297797044253E-008
0.386,6.6603774980325E-010,3.3301887490162E-009
0.38610944824219,2.4320973403023E-011,1.2160486701512E-010
0.387,3.7210641425702E-008,1.8605320712851E-007
0.38710971679688,4.1821728382439E-008,2.091086419122E-007
0.388,4.0810600242082E-008,2.0405300121041E-007
0.3881099609375,4.0680844430502E-008,2.0340422215251E-007
0.389,4.5272856765191E-009,2.2636428382596E-008
0.38911022949219,2.4754139390289E-011,1.2377069695145E-010
0.39,1.122769084979E-008,5.6138454248948E-008
0.39011049804687,1.2627814871523E-008,6.3139074357614E-008
0.391,1.3333788486882E-008,6.6668942434408E-008
0.3911107421875,1.3420887271413E-008,6.7104436357067E-008
0.392,1.5190708105367E-009,7.5953540526836E-009
0.39211101074219,2.5186532730536E-011,1.2593266365268E-010
0.393,2.5307955570644E-011,1.2653977785322E-010
0.39311127929688,2.5325570491125E-011,1.2662785245562E-010
0.394,2.3503564474179E-009,1.175178223709E-008
0.39411154785156,2.6437424744149E-009,1.3218712372075E-008
0.395,3.1962253852168E-010,1.5981126926084E-009
0.39511179199219,2.561787902908E-011,1.280893951454E-010
0.396,2.5738691446334E-011,1.2869345723167E-010
0.39611206054687,2.5756396036807E-011,1.2878198018403E-010
0.397,2.5896800916711E-011,1.2948400458356E-010
0.39711232910156,2.5912025127041E-011,1.295601256352E-010
0.398,5.4016703223219E-009,2.7008351611609E-008
0.39811257324219,6.086959127709E-009,3.0434795638545E-008
0.399,1.3237999048082E-008,6.6189995240412E-008
0.39911284179688,1.4153336353289E-008,7.0766681766447E-008
0.4,2.2062316389991E-008,1.1031158194996E-007
0.40011311035156,2.3064690399236E-008,1.1532345199618E-007
0.401,1.9082304406361E-008,9.5411522031804E-008
0.40111335449219,1.8572567248699E-008,9.2862836243496E-008
0.402,1.9783343237484E-008,9.8916716187422E-008
0.40211362304688,1.9940633952833E-008,9.9703169764163E-008
0.403,1.9802092461823E-008,9.9010462309115E-008
0.40311389160156,1.9783688671988E-008,9.8918443359939E-008
0.404,2.2460475911939E-008,1.123023795597E-007
0.40411416015625,2.2805980609131E-008,1.1402990304565E-007
0.405,2.1290325928242E-008,1.0645162964121E-007
0.40511440429688,2.1096235162965E-008,1.0548117581482E-007
0.406,2.2722001152191E-008,1.1361000576096E-007
0.40611467285156,2.2930798266702E-008,1.1465399133351E-007
0.407,3.105972302714E-008,1.552986151357E-007
0.40711494140625,3.2117084401302E-008,1.6058542200651E-007
0.408,2.2525643872348E-008,1.1262821936174E-007
0.40811518554688,2.1277052933722E-008,1.0638526466861E-007
0.409,1.9018756907248E-008,9.5093784536239E-008
0.40911545410156,1.8721378680273E-008,9.3606893401367E-008
0.41,2.2804577424205E-008,1.1402288712102E-007
0.41011572265625,2.3339747362106E-008,1.1669873681053E-007
0.411,2.2487654693789E-008,1.1243827346894E-007
0.41111596679688,2.237788958902E-008,1.118894479451E-007
0.412,2.245450478882E-008,1.122725239441E-007
0.41211625976562,2.2462322688751E-008,1.1231161344375E-007
0.413,2.7456716623512E-008,1.3728358311756E-007
0.41311650390625,2.8116313295328E-008,1.4058156647664E-007
0.414,2.7275888806737E-008,1.3637944403368E-007
0.41411674804688,2.7164598899648E-008,1.3582299449824E-007
0.415,2.6797520455721E-008,1.339876022786E-007
0.41511704101562,2.6751445622409E-008,1.3375722811204E-007
0.416,1.6627854739395E-008,8.3139273696975E-008
0.41611728515625,1.5277945132756E-008,7.6389725663781E-008
0.417,2.3967676848286E-008,1.1983838424143E-007
0.41711752929687,2.512674298965E-008,1.2563371494825E-007
0.418,1.6191375723768E-008,8.0956878618838E-008
0.41811782226562,1.4997716763477E-008,7.4988583817383E-008
0.419,2.922733064044E-008,1.461366532022E-007
0.41911806640625,3.1133614983641E-008,1.5566807491821E-007
0.42,3.1048473335278E-008,1.5524236667639E-007
0.420118359375,3.1036988504596E-008,1.5518494252298E-007
0.421,2.605426918296E-008,1.302713459148E-007
0.42111860351563,2.5382741924472E-008,1.2691370962236E-007
0.422,2.2364634211234E-008,1.1182317105617E-007
0.42211884765625,2.1959171775151E-008,1.0979585887575E-007
0.423,1.8487210308572E-008,9.2436051542859E-008
0.423119140625,1.8013849886789E-008,9.0069249433943E-008
0.424,1.8735444863463E-008,9.3677224317314E-008
0.42411938476563,1.8833356628454E-008,9.4166783142271E-008
0.425,2.1665299929301E-008,1.083264996465E-007
