"WAVELENGTH(microns)","THROUGHPUT","THROUGHPUTx5"
0.42511962890625,2.2052777100042E-008,1.1026388550021E-007
0.426,2.9421207488623E-008,1.4710603744312E-007
0.426119921875,3.0423976211765E-008,1.5211988105882E-007
0.427,3.260408928831E-008,1.6302044644155E-007
0.42712016601563,3.2902136976328E-008,1.6451068488164E-007
0.428,2.67517655778E-008,1.33758827889E-007
0.42812045898437,2.5908559556704E-008,1.2954279778352E-007
0.429,2.3749611953553E-008,1.1874805976776E-007
0.429120703125,2.3455332884712E-008,1.1727666442356E-007
0.43,2.4024957629863E-008,1.2012478814931E-007
0.43012094726563,2.4100962537696E-008,1.2050481268848E-007
0.431,2.9116681132986E-008,1.4558340566493E-007
0.43112124023437,2.980934263365E-008,1.4904671316825E-007
0.432,1.9136246749475E-008,9.5681233747376E-008
0.432121484375,1.7658807792097E-008,8.8294038960483E-008
0.433,2.5098438992418E-008,1.2549219496209E-007
0.43312177734375,2.6133753757099E-008,1.306687687855E-007
0.434,2.0554998483896E-008,1.0277499241948E-007
0.43412202148437,1.977612659738E-008,9.88806329869E-008
0.435,2.1985892444381E-008,1.0992946222191E-007
0.435122265625,2.2293998074566E-008,1.1146999037283E-007
0.436,2.9463780500457E-008,1.4731890250228E-007
0.43612255859375,3.0466156654725E-008,1.5233078327363E-007
0.437,2.431362776556E-008,1.215681388278E-007
0.43712280273437,2.3453889125029E-008,1.1726944562515E-007
0.438,2.0814283748558E-008,1.0407141874279E-007
0.438123046875,2.0441070088551E-008,1.0220535044276E-007
0.439,2.881779759548E-008,1.440889879774E-007
0.43912333984375,2.9997428245141E-008,1.4998714122571E-007
0.44,2.5377366135309E-008,1.2688683067654E-007
0.44012358398438,2.4725240900204E-008,1.2362620450102E-007
0.441,2.3652724699565E-008,1.1826362349783E-007
0.44112387695313,2.3500933680566E-008,1.1750466840283E-007
0.442,2.245756820845E-008,1.1228784104225E-007
0.44212412109375,2.2311914385278E-008,1.1155957192639E-007
0.443,2.726024339874E-008,1.363012169937E-007
0.4431244140625,2.7962948183519E-008,1.3981474091759E-007
0.444,2.1074226491962E-008,1.0537113245981E-007
0.44412465820313,2.0091852189566E-008,1.0045926094783E-007
0.445,2.3775661077234E-008,1.1887830538617E-007
0.44512490234375,2.4302146683995E-008,1.2151073341998E-007
0.446,2.2962690023314E-008,1.1481345011657E-007
0.4461251953125,2.277316764067E-008,1.1386583820335E-007
0.447,2.3337111206786E-008,1.1668555603393E-007
0.44712543945313,2.3415659192439E-008,1.1707829596219E-007
0.448,1.8173212623015E-008,9.0866063115074E-008
0.44812573242187,1.7418308505716E-008,8.7091542528582E-008
0.449,2.5356411916173E-008,1.2678205958086E-007
0.4491259765625,2.650208220336E-008,1.325104110168E-007
0.45,2.1834565773724E-008,1.0917282886862E-007
0.45012622070312,2.1156688633747E-008,1.0578344316874E-007
0.451,2.268647757018E-008,1.134323878509E-007
0.45112651367188,2.2910561225141E-008,1.1455280612571E-007
0.452,2.5222394820656E-008,1.2611197410328E-007
0.4521267578125,2.5555594594711E-008,1.2777797297356E-007
0.453,2.4124100077199E-008,1.20620500386E-007
0.45312705078125,2.3915705080178E-008,1.1957852540089E-007
0.454,2.1788655416771E-008,1.0894327708386E-007
0.45412729492187,2.1478304132588E-008,1.0739152066294E-007
0.455,2.5337170809354E-008,1.2668585404677E-007
0.4551275390625,2.5901436446367E-008,1.2950718223184E-007
0.456,2.4700172048657E-008,1.2350086024329E-007
0.45612783203125,2.4526726425705E-008,1.2263363212853E-007
0.457,2.9480935205512E-008,1.4740467602756E-007
0.45712807617188,3.0206182508356E-008,1.5103091254178E-007
0.458,2.4820800642323E-008,1.2410400321161E-007
0.45812836914062,2.4027484237992E-008,1.2013742118996E-007
0.459,2.0384008132101E-008,1.019200406605E-007
0.45912861328125,1.9846088880511E-008,9.9230444402557E-008
0.46,2.5603153713812E-008,1.2801576856906E-007
0.46012885742188,2.6454973335198E-008,1.3227486667599E-007
0.461,2.9805656206092E-008,1.4902828103046E-007
0.46112915039062,3.0306018623927E-008,1.5153009311963E-007
0.462,2.6095048643798E-008,1.3047524321899E-007
0.46212939453125,2.546564969833E-008,1.2732824849165E-007
0.463,2.1333728119049E-008,1.0666864059524E-007
0.4631296875,2.071728201971E-008,1.0358641009855E-007
0.464,2.103184442053E-008,1.0515922210265E-007
0.46412993164062,2.1078822515751E-008,1.0539411257875E-007
0.465,2.0756879054496E-008,1.0378439527248E-007
0.46513017578125,2.0708698220067E-008,1.0354349110033E-007
0.466,2.2267883271976E-008,1.1133941635988E-007
0.46613046875,2.2501838559037E-008,1.1250919279519E-007
0.467,2.281445595592E-008,1.140722797796E-007
0.46713071289062,2.2864003327785E-008,1.1432001663893E-007
0.468,2.2790959694832E-008,1.1395479847416E-007
0.46813100585938,2.2777399440466E-008,1.1388699720233E-007
0.469,2.4221946593143E-008,1.2110973296572E-007
0.46913125,2.4440192402761E-008,1.2220096201381E-007
0.47,2.4817368779517E-008,1.2408684389758E-007
0.47013154296875,2.4874493747226E-008,1.2437246873613E-007
0.471,3.1537785912504E-008,1.5768892956252E-007
0.47113178710938,3.2549279611537E-008,1.6274639805768E-007
0.472,2.017173944306E-008,1.008586972153E-007
0.47213203125,1.8288814422523E-008,9.1444072112616E-008
0.473,2.5592054476075E-008,1.2796027238037E-007
0.47313232421875,2.6705840865501E-008,1.3352920432751E-007
0.474,1.6336334307825E-008,8.1681671539126E-008
0.47413256835938,1.4753135571001E-008,7.3765677855004E-008
0.475,2.3703590474982E-008,1.1851795237491E-007
0.47513286132812,2.5073307183538E-008,1.2536653591769E-007
0.476,2.3847251795812E-008,1.1923625897906E-007
0.47613310546875,2.3658986627182E-008,1.1829493313591E-007
0.477,3.3804895975444E-008,1.6902447987722E-007
0.4771333984375,3.5366699764559E-008,1.7683349882279E-007
0.478,2.0333409339249E-008,1.0166704669625E-007
0.47813364257812,1.8014250484676E-008,9.0071252423381E-008
0.479,2.3988224296159E-008,1.199411214808E-007
0.47913388671875,2.4911756513659E-008,1.245587825683E-007
0.48,2.4459584554677E-008,1.2229792277338E-007
0.4801341796875,2.4389508445765E-008,1.2194754222882E-007
0.481,2.8189735434571E-008,1.4094867717285E-007
0.48113442382812,2.8783238039404E-008,1.4391619019702E-007
0.482,3.0991127384713E-008,1.5495563692357E-007
0.48213471679688,3.1331598852341E-008,1.566579942617E-007
0.483,2.0245315296058E-008,1.0122657648029E-007
0.4831349609375,1.8515272766397E-008,9.2576363831983E-008
0.484,2.6736458145036E-008,1.3368229072518E-007
0.48413525390625,2.8022197610043E-008,1.4011098805021E-007
0.485,2.9223258273239E-008,1.461162913662E-007
0.48513549804688,2.9411486584926E-008,1.4705743292463E-007
0.486,3.0436170641815E-008,1.5218085320907E-007
0.4861357421875,3.0597095222543E-008,1.5298547611272E-007
0.487,2.1849533976925E-008,1.0924766988463E-007
0.48713603515625,2.0472337888902E-008,1.0236168944451E-007
0.488,3.3433600714587E-008,1.6716800357294E-007
0.48813627929688,3.5478579858382E-008,1.7739289929191E-007
0.489,2.8019591714807E-008,1.4009795857403E-007
0.48913657226563,2.6842998812876E-008,1.3421499406438E-007
0.49,2.7785288846882E-008,1.3892644423441E-007
0.49013681640625,2.7931522815126E-008,1.3965761407563E-007
0.491,3.2071788658944E-008,1.6035894329472E-007
0.491137109375,3.2729580162002E-008,1.6364790081001E-007
0.492,3.0627821974729E-008,1.5313910987364E-007
0.49213735351562,3.0293199743166E-008,1.5146599871583E-007
0.493,2.6853111384696E-008,1.3426555692348E-007
0.49313759765625,2.6304278774111E-008,1.3152139387055E-007
0.494,2.7614619083392E-008,1.3807309541696E-007
0.494137890625,2.7824188785218E-008,1.3912094392609E-007
0.495,2.6101548538367E-008,1.3050774269183E-007
0.49513813476563,2.5825462887639E-008,1.2912731443819E-007
0.496,2.8894567757492E-008,1.4447283878746E-007
0.49613842773438,2.9387618993907E-008,1.4693809496954E-007
0.497,2.6307179721683E-008,1.3153589860842E-007
0.497138671875,2.5811254361107E-008,1.2905627180554E-007
0.498,2.7657851505986E-008,1.3828925752993E-007
0.49813896484375,2.795586244448E-008,1.397793122224E-007
0.499,3.1865393672786E-008,1.5932696836393E-007
0.49913920898437,3.2501477957318E-008,1.6250738978659E-007
0.5,2.807946407984E-008,1.403973203992E-007
0.50013950195312,2.7357783935416E-008,1.3678891967708E-007
0.501,2.8397638691813E-008,1.4198819345906E-007
0.50113974609375,2.8566522804434E-008,1.4283261402217E-007
0.502,2.6156356466351E-008,1.3078178233176E-007
0.50213999023437,2.5764156449719E-008,1.288207822486E-007
0.503,2.2581893900201E-008,1.12909469501E-007
0.50314028320312,2.2062111521631E-008,1.1031055760815E-007
0.504,2.8272086376851E-008,1.4136043188426E-007
0.50414052734375,2.9286920952689E-008,1.4643460476344E-007
0.505,2.651777537222E-008,1.325888768611E-007
0.5051408203125,2.6064165554985E-008,1.3032082777492E-007
0.506,2.2473074807654E-008,1.1236537403827E-007
0.50614106445313,2.1883615171825E-008,1.0941807585912E-007
0.507,2.6889861587885E-008,1.3444930793943E-007
0.50714135742187,2.7713566224999E-008,1.3856783112499E-007
0.508,3.4551709245715E-008,1.7275854622858E-007
0.5081416015625,3.567915474326E-008,1.783957737163E-007
0.509,2.6117934185423E-008,1.3058967092711E-007
0.50914189453125,2.4537821693489E-008,1.2268910846744E-007
0.51,3.5007937694063E-008,1.7503968847032E-007
0.51014213867187,3.6741841828942E-008,1.8370920914471E-007
0.511,3.8453005025976E-008,1.9226502512988E-007
0.51114243164063,3.8737029231414E-008,1.9368514615707E-007
0.512,3.1011727472212E-008,1.5505863736106E-007
0.51214267578125,2.972673391648E-008,1.486336695824E-007
0.513,2.7381365959963E-008,1.3690682979981E-007
0.51314291992188,2.6993740707203E-008,1.3496870353601E-007
0.514,3.0628207088767E-008,1.5314103544384E-007
0.51414321289063,3.1232109758269E-008,1.5616054879134E-007
0.515,2.9459854775549E-008,1.4729927387774E-007
0.51514345703125,2.9163190609401E-008,1.45815953047E-007
0.516,3.1728830411583E-008,1.5864415205791E-007
0.51614375,3.2159311962092E-008,1.6079655981046E-007
0.517,2.5656201958142E-008,1.2828100979071E-007
0.51714399414063,2.4562818174569E-008,1.2281409087285E-007
0.518,3.3902968817739E-008,1.6951484408869E-007
0.51814428710937,3.5476956022924E-008,1.7738478011462E-007
0.519,2.7111409555127E-008,1.3555704777564E-007
0.51914453125,2.569879276551E-008,1.2849396382755E-007
0.52,3.1319153475842E-008,1.5659576737921E-007
0.52014482421875,3.2270414763558E-008,1.6135207381779E-007
0.521,2.5233002927372E-008,1.2616501463686E-007
0.52114506835938,2.4039473877898E-008,1.2019736938949E-007
0.522,3.4848937784549E-008,1.7424468892274E-007
0.52214536132813,3.6686385570762E-008,1.8343192785381E-007
0.523,3.0833192528235E-008,1.5416596264118E-007
0.52314560546875,2.9836462342206E-008,1.4918231171103E-007
0.524,3.5991826563469E-008,1.7995913281734E-007
0.52414584960937,3.7042386019835E-008,1.8521193009918E-007
0.525,2.6445801943819E-008,1.3222900971909E-007
0.52514614257812,2.4633091041632E-008,1.2316545520816E-007
0.526,2.9886135807967E-008,1.4943067903983E-007
0.52614638671875,3.0786567790861E-008,1.539328389543E-007
0.527,3.3272586485982E-008,1.6636293242991E-007
0.5271466796875,3.3699683018646E-008,1.6849841509323E-007
0.528,2.9512347455436E-008,1.4756173727718E-007
0.52814692382813,2.8791495496152E-008,1.4395747748076E-007
0.529,3.6058879134136E-008,1.8029439567068E-007
0.52914721679687,3.7312780785531E-008,1.8656390392766E-007
0.53,3.9633321645932E-008,1.9816660822966E-007
0.5301474609375,4.0034489334209E-008,2.0017244667104E-007
0.531,3.8202662943823E-008,1.9101331471911E-007
0.53114775390625,3.788523120738E-008,1.894261560369E-007
0.532,2.8508507458004E-008,1.4254253729002E-007
0.53214799804687,2.6880501769582E-008,1.3440250884791E-007
0.533,2.6079949291265E-008,1.3039974645633E-007
0.53314829101563,2.5940627659869E-008,1.2970313829935E-007
0.534,2.7053065082427E-008,1.3526532541213E-007
0.53414853515625,2.7247025780079E-008,1.362351289004E-007
0.535,3.3650139752285E-008,1.6825069876142E-007
0.53514877929687,3.4768715738148E-008,1.7384357869074E-007
0.536,3.6595037804262E-008,1.8297518902131E-007
0.53614907226563,3.6914776466924E-008,1.8457388233462E-007
0.537,2.6965768292079E-008,1.3482884146039E-007
0.53714931640625,2.5220326045915E-008,1.2610163022958E-007
0.538,2.9135266325758E-008,1.4567633162879E-007
0.538149609375,2.9823644072772E-008,1.4911822036386E-007
0.539,3.6984272798761E-008,1.849213639938E-007
0.53914985351563,3.8245829617428E-008,1.9122914808714E-007
0.54,3.3137091532667E-008,1.6568545766334E-007
0.54015014648437,3.2234994123524E-008,1.6117497061762E-007
0.541,3.1548492956557E-008,1.5774246478279E-007
0.541150390625,3.1427013608951E-008,1.5713506804476E-007
0.542,2.9121749671302E-008,1.4560874835651E-007
0.54215068359375,2.8712967409169E-008,1.4356483704584E-007
0.543,2.416059860876E-008,1.208029930438E-007
0.54315092773438,2.3351761787197E-008,1.1675880893599E-007
0.544,3.098973301338E-008,1.549486650669E-007
0.54415122070313,3.2349722282776E-008,1.6174861141388E-007
0.545,2.9177230388538E-008,1.4588615194269E-007
0.54515146484375,2.8611209281794E-008,1.4305604640897E-007
0.546,2.9081617912587E-008,1.4540808956293E-007
0.5461517578125,2.9165699853424E-008,1.4582849926712E-007
0.547,2.2910796534671E-008,1.1455398267336E-007
0.54715200195313,2.1790205820025E-008,1.0895102910012E-007
0.548,3.5600947732239E-008,1.7800473866119E-007
0.54815224609375,3.8079804858968E-008,1.9039902429484E-007
0.549,3.3464086162308E-008,1.6732043081154E-007
0.5491525390625,3.2633761228827E-008,1.6316880614414E-007
0.55,3.1197527066198E-008,1.5598763533099E-007
0.55015278320313,3.0938882452018E-008,1.5469441226009E-007
0.551,2.9523854987489E-008,1.4761927493744E-007
0.55115307617188,2.9268221942725E-008,1.4634110971363E-007
0.552,2.230512270182E-008,1.115256135091E-007
0.5521533203125,2.1044857319281E-008,1.0522428659641E-007
0.553,2.3939634175094E-008,1.1969817087547E-007
0.55315361328125,2.4464688447998E-008,1.2232344223999E-007
0.554,3.0997710359083E-008,1.5498855179542E-007
0.55415385742187,3.2184971292196E-008,1.6092485646098E-007
0.555,3.443772168523E-008,1.7218860842615E-007
0.55515415039062,3.4848001922276E-008,1.7424000961138E-007
0.556,2.9039490238401E-008,1.45197451192E-007
0.55615439453125,2.7979496654558E-008,1.3989748327279E-007
0.557,2.8604674707883E-008,1.4302337353942E-007
0.5571546875,2.8715237102784E-008,1.4357618551392E-007
0.558,2.7530038103981E-008,1.3765019051991E-007
0.55815493164063,2.7316617502137E-008,1.3658308751068E-007
0.559,3.0189937447657E-008,1.5094968723828E-007
0.55915522460937,3.0717578852678E-008,1.5358789426339E-007
0.56,3.0614018124406E-008,1.5307009062203E-007
0.56015546875,3.059494142771E-008,1.5297470713855E-007
0.561,2.6625567441432E-008,1.3312783720716E-007
0.56115576171875,2.5893656039895E-008,1.2946828019947E-007
0.562,2.7693175135372E-008,1.3846587567686E-007
0.56215600585937,2.8025581803751E-008,1.4012790901875E-007
0.563,2.6435666790627E-008,1.3217833395313E-007
0.56315629882813,2.6140220793776E-008,1.3070110396888E-007
0.564,2.6515189177756E-008,1.3257594588878E-007
0.56415654296875,2.6584729960385E-008,1.3292364980193E-007
0.565,3.0421011253267E-008,1.5210505626633E-007
0.56515678710938,3.1133735207579E-008,1.5566867603789E-007
0.566,2.6381082383866E-008,1.3190541191933E-007
0.56615708007813,2.5496190191081E-008,1.274809509554E-007
0.567,2.6559220492238E-008,1.3279610246119E-007
0.56715737304687,2.6757552220643E-008,1.3378776110322E-007
0.568,2.421631793447E-008,1.2108158967235E-007
0.5681576171875,2.3741213515265E-008,1.1870606757633E-007
0.569,2.2592027088419E-008,1.1296013544209E-007
0.56915786132812,2.2376784653105E-008,1.1188392326552E-007
0.57,2.1605527155731E-008,1.0802763577866E-007
0.57015815429688,2.1460775526473E-008,1.0730387763236E-007
0.571,1.8679121032156E-008,9.3395605160782E-008
0.5711583984375,1.815602613756E-008,9.0780130687799E-008
0.572,2.4231322541518E-008,1.2115661270759E-007
0.57215869140625,2.5372812802263E-008,1.2686406401131E-007
0.573,2.100317747606E-008,1.050158873803E-007
0.57315893554688,2.0181553719209E-008,1.0090776859605E-007
0.574,2.1383333201229E-008,1.0691666600614E-007
0.57415922851563,2.1610728356346E-008,1.0805364178173E-007
0.575,2.8940609540149E-008,1.4470304770075E-007
0.57515947265625,3.0330117689745E-008,1.5165058844873E-007
0.576,2.44077098427E-008,1.220385492135E-007
0.576159765625,2.3282628513591E-008,1.1641314256796E-007
0.577,2.4757058386122E-008,1.2378529193061E-007
0.57716000976562,2.5037676406516E-008,1.2518838203258E-007
0.578,2.3478527756944E-008,1.1739263878472E-007
0.57816030273438,2.3181142421564E-008,1.1590571210782E-007
0.579,1.8618029148743E-008,9.3090145743714E-008
0.579160546875,1.7746065402346E-008,8.8730327011728E-008
0.58,2.0008041848586E-008,1.0004020924293E-007
0.58016083984375,2.0441203431901E-008,1.022060171595E-007
0.581,2.3688688631154E-008,1.1844344315577E-007
0.58116108398438,2.4311720267293E-008,1.2155860133647E-007
0.582,2.8471617655384E-008,1.4235808827692E-007
0.58216137695313,2.9267378145162E-008,1.4633689072581E-007
0.583,1.8534192486634E-008,9.2670962433169E-008
0.58316162109375,1.647124548673E-008,8.2356227433649E-008
0.584,1.8079973057076E-008,9.0399865285378E-008
0.5841619140625,1.8390530589838E-008,9.1952652949188E-008
0.585,1.8513117175982E-008,9.2565585879909E-008
0.58516215820313,1.8536840285914E-008,9.268420142957E-008
0.586,2.124742037538E-008,1.062371018769E-007
0.58616245117188,2.17727729693E-008,1.088638648465E-007
0.587,2.2057067972238E-008,1.1028533986119E-007
0.5871626953125,2.2112275786963E-008,1.1056137893481E-007
0.588,1.9157940157142E-008,9.5789700785708E-008
0.58816298828125,1.8583085892515E-008,9.2915429462576E-008
0.589,2.1276505572558E-008,1.0638252786279E-007
0.58916323242187,2.180155888981E-008,1.0900779444905E-007
0.59,1.6629656700092E-008,8.314828350046E-008
0.5901634765625,1.5617483937428E-008,7.808741968714E-008
0.591,3.2177530771524E-008,1.6088765385762E-007
0.59116376953125,3.5420451575052E-008,1.7710225787526E-007
0.592,1.3206753611478E-008,6.6033768057389E-008
0.5921640625,8.8503165580052E-009,4.4251582790026E-008
0.593,2.4251010000821E-008,1.2125505000411E-007
0.59316430664062,2.727688891756E-008,1.363844445878E-007
0.594,2.3962530106159E-008,1.1981265053079E-007
0.59416455078125,2.3310189976097E-008,1.1655094988049E-007
0.595,2.7720565004889E-008,1.3860282502444E-007
0.59516484375,2.8590450554859E-008,1.4295225277429E-007
0.596,2.2675913183287E-008,1.1337956591643E-007
0.59616508789062,2.1507232798957E-008,1.0753616399479E-007
0.597,2.5309453604311E-008,1.2654726802156E-007
0.59716538085937,2.605866218504E-008,1.302933109252E-007
0.598,1.687196953502E-008,8.4359847675099E-008
0.59816567382813,1.5052755349407E-008,7.5263776747037E-008
0.599,2.9697750521965E-008,1.4848875260982E-007
0.59916591796875,3.2609028582361E-008,1.630451429118E-007
0.6,1.9491312744443E-008,9.7456563722215E-008
0.60016616210938,1.6881219186205E-008,8.4406095931026E-008
0.601,2.6560139386366E-008,1.3280069693183E-007
0.60116645507812,2.8493089222886E-008,1.4246544611443E-007
0.602,2.1772062925154E-008,1.0886031462577E-007
0.60216669921875,2.0427406004353E-008,1.0213703002177E-007
0.603,3.0219560856448E-008,1.5109780428224E-007
0.6031669921875,3.2177517254978E-008,1.6088758627489E-007
0.604,3.3920769513181E-008,1.6960384756591E-007
0.60416723632812,3.4275431221257E-008,1.7137715610629E-007
0.605,3.3666365733227E-008,1.6833182866613E-007
0.60516752929688,3.3543809529764E-008,1.6771904764882E-007
0.606,2.6762641936224E-008,1.3381320968112E-007
0.6061677734375,2.5395591585306E-008,1.2697795792653E-007
0.607,1.8503177338671E-008,9.2515886693356E-008
0.60716806640625,1.7110871248002E-008,8.5554356240009E-008
0.608,2.2417749500208E-008,1.1208874750104E-007
0.60816831054688,2.3491716774627E-008,1.1745858387313E-007
0.609,2.2406176876812E-008,1.1203088438406E-007
0.60916860351562,2.2182869480842E-008,1.1091434740421E-007
0.61,2.6177105001096E-008,1.3088552500548E-007
0.61016884765625,2.6991711336649E-008,1.3495855668324E-007
0.611,1.8989933917186E-008,9.4949669585928E-008
0.611169140625,1.7361081775454E-008,8.6805408877269E-008
0.612,1.829102937577E-008,9.145514687885E-008
0.61216938476562,1.8480680297492E-008,9.2403401487458E-008
0.613,2.4124597708558E-008,1.2062298854279E-007
0.61316967773438,2.5277872358195E-008,1.2638936179097E-007
0.614,2.5570570436411E-008,1.2785285218206E-007
0.614169921875,2.5630493528332E-008,1.2815246764166E-007
0.615,2.6325941842713E-008,1.3162970921357E-007
0.61517021484375,2.6464749501914E-008,1.3232374750957E-007
0.616,2.6473657528639E-008,1.3236828764319E-007
0.61617045898438,2.6479319938863E-008,1.3239659969431E-007
0.617,2.6123702693784E-008,1.3061851346892E-007
0.61717075195312,2.6050486752291E-008,1.3025243376146E-007
0.618,3.0781996711266E-008,1.5390998355633E-007
0.61817099609375,3.1757941401767E-008,1.5878970700883E-007
0.619,2.3986069833194E-008,1.1993034916597E-007
0.6191712890625,2.2379758243462E-008,1.1189879121731E-007
0.62,2.1739073745504E-008,1.0869536872752E-007
0.62017153320313,2.1603257433284E-008,1.0801628716642E-007
0.621,3.1589054774209E-008,1.5794527387105E-007
0.62117182617188,3.3663891677572E-008,1.6831945838786E-007
0.622,4.2002266770995E-008,2.1001133385498E-007
0.6221720703125,4.3735232562383E-008,2.1867616281192E-007
0.623,3.8294758547873E-008,1.9147379273936E-007
0.62317236328125,3.7162227444963E-008,1.8581113722481E-007
0.624,2.7818509093258E-008,1.3909254546629E-007
0.62417260742187,2.5865318100329E-008,1.2932659050164E-007
0.625,3.0613723063388E-008,1.5306861531694E-007
0.62517290039063,3.1610128933768E-008,1.5805064466884E-007
0.626,2.2462525736222E-008,1.1231262868111E-007
0.62617314453125,2.0546893932462E-008,1.0273446966231E-007
0.627,2.9300411003592E-008,1.4650205501796E-007
0.6271734375,3.1137113878218E-008,1.5568556939109E-007
0.628,2.8941682622868E-008,1.4470841311434E-007
0.62817368164062,2.8480204082529E-008,1.4240102041264E-007
0.629,2.8286297216381E-008,1.414314860819E-007
0.62917397460937,2.8241248231067E-008,1.4120624115533E-007
0.63,3.1536884457468E-008,1.5768442228734E-007
0.63017421875,3.2236381388923E-008,1.6118190694461E-007
0.631,3.1311831058327E-008,1.5655915529163E-007
0.63117451171875,3.1116347382733E-008,1.5558173691366E-007
0.632,2.4038592560264E-008,1.2019296280132E-007
0.63217475585937,2.2539744650842E-008,1.1269872325421E-007
0.633,2.8534856871239E-008,1.4267428435619E-007
0.63317504882812,2.9802448829832E-008,1.4901224414916E-007
0.634,2.7175394190056E-008,1.3587697095028E-007
0.63417529296875,2.6621449077081E-008,1.331072453854E-007
0.635,3.4550145685456E-008,1.7275072842728E-007
0.6351755859375,3.6238693618734E-008,1.8119346809367E-007
0.636,2.6130285447898E-008,1.3065142723949E-007
0.63617583007812,2.3973705390122E-008,1.1986852695061E-007
0.637,3.1415543100085E-008,1.5707771550042E-007
0.63717612304687,3.3001300902822E-008,1.6500650451411E-007
0.638,3.4787919260465E-008,1.7393959630233E-007
0.6381763671875,3.5175423575288E-008,1.7587711787644E-007
0.639,3.046249124618E-008,1.523124562309E-007
0.63917666015625,2.9451305230408E-008,1.4725652615204E-007
0.64,2.8520660329385E-008,1.4260330164692E-007
0.64017690429688,2.8320621005122E-008,1.4160310502561E-007
0.641,3.0350705730477E-008,1.5175352865239E-007
0.64117719726562,3.0783148599622E-008,1.5391574299811E-007
0.642,3.3288866992336E-008,1.6644433496168E-007
0.64217744140625,3.3834010565741E-008,1.691700528287E-007
0.643,3.0126095195108E-008,1.5063047597554E-007
0.643177734375,2.9323751883454E-008,1.4661875941727E-007
0.644,2.9322504052617E-008,1.4661252026308E-007
0.64417797851562,2.9322198841131E-008,1.4661099420565E-007
0.645,3.5840542187116E-008,1.7920271093558E-007
0.64517827148438,3.7248515119966E-008,1.8624257559983E-007
0.646,3.0965126790878E-008,1.5482563395439E-007
0.646178515625,2.9605672210679E-008,1.480283610534E-007
0.647,3.0412276812658E-008,1.5206138406329E-007
0.64717880859375,3.0587799768836E-008,1.5293899884418E-007
0.648,2.2438340250051E-008,1.1219170125026E-007
0.64817905273438,2.0661335408373E-008,1.0330667704187E-007
0.649,3.2615914103264E-008,1.6307957051632E-007
0.64917934570312,3.5222115346178E-008,1.7611057673089E-007
0.65,2.6651632685317E-008,1.3325816342658E-007
0.65017958984375,2.4774262107317E-008,1.2387131053658E-007
0.651,2.8229246582325E-008,1.4114623291163E-007
0.6511798828125,2.8985486421662E-008,1.4492743210831E-007
0.652,2.7725340595928E-008,1.3862670297964E-007
0.65218012695312,2.7444713984468E-008,1.3722356992234E-007
